CASE,DATE,YEAR,DECADE,EFFECT,STAT NAME,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT
Tagg Brothers & Moorhead v. United States,2/24/30,1930,1930,upheld,Packers and Stockyards Act,67-51,8/15/21,102,67,Economic,1.0,1.0,1,0,0.0,0.0,1,0,0
Corliss v. Bowers,4/28/30,1930,1930,upheld,Revenue Act of 1924,68-176,6/2/24,70,68,Economic,1.0,0.0,1,1,0.0,0.0,1,0,0
Tyler v. United States,5/19/30,1930,1930,upheld,Revenue Act of 1916,64-271,9/8/16,164,64,Economic,1.0,0.0,1,1,1.0,0.0,1,0,1
Texas & New Orleans Railroad Company et al. v. Brotherhood of Railway & Steamship Clerks et al.,5/26/30,1930,1930,upheld,Railway Labor Act,69-257,5/20/26,48,69,Federalism,1.0,0.0,0,1,0.0,0.0,0,0,0
Ann Arbor Railroad Company v. United States,6/2/30,1930,1930,struck down as applied,Hoch-Smith Resolution,68-352,1/30/25,64,68,Economic,0.0,0.0,1,0,1.0,0.0,1,0,0
Willcuts v. Bunn,1/5/31,1931,1930,upheld,Revenue Act of 1924,68-176,6/2/24,79,68,Federalism,1.0,0.0,1,1,1.0,0.0,1,0,0
Graham & Foster v. Goodcell,1/26/31,1931,1930,upheld,Revenue Act of 1928,70-562,5/29/28,32,70,Economic,0.0,0.0,1,1,0.0,0.0,1,0,0
Russian Volunteer Fleet v. United States,2/24/31,1931,1930,struck down as applied,Emergency Shipping Fund Act,65-23,6/15/17,164,65,Economic,0.0,0.0,1,1,1.0,0.0,1,0,1
United States v. Sprague,2/24/31,1931,1930,upheld,National Prohibition Act,66-66,10/28/19,136,66,Separation of Powers,1.0,1.0,1,0,1.0,0.0,1,0,0
Milliken v. United States,3/2/31,1931,1930,upheld,Revenue Act of 1918,65-254,2/24/19,145,65,Due Process,0.0,0.0,1,1,0.0,0.0,1,0,1
Group No. 1 Oil Corp. v. Bass,4/13/31,1931,1930,upheld,Revenue Act of 1928,70-562,5/29/28,35,70,Federalism,0.0,0.0,1,1,0.0,0.0,1,0,0
Indian Motorcycle Co. v. United States,5/25/31,1931,1930,struck down as applied,War Revenue Act of 1916,65-50,10/3/17,164,65,Economic,1.0,0.0,1,0,,,1,2,1
Phillips v. Commissioner,5/25/31,1931,1930,upheld,Revenue Act of 1925,69-20,2/26/26,63,69,Due Process,1.0,0.0,1,1,0.0,0.0,1,0,0
United States v. Macintosh,5/25/31,1931,1930,upheld,Naturalization of Aliens Act,59-338,6/29/06,299,59,Substantive Rights,1.0,0.0,1,1,1.0,0.0,1,4,0
Louisiana Public Service Commission v. Texas & New Orleans Railroad Co.,11/23/31,1931,1930,upheld,Interstate Commerce Act,,2/4/1887,537,49,Federalism,1.0,1.0,1,0,0.0,0.0,0,0,1
Phillips v. Dime Trust & Safe Deposit Co.,11/23/31,1931,1930,upheld,Revenue Act of 1924,68-176,6/2/24,89,68,Economic,1.0,0.0,1,1,1.0,0.0,1,0,0
"Chicago, Rock Island, and Pacific Railway Co. v. United States",11/23/31,1931,1930,struck down as applied,Transportation Act of 1920,66-152,2/28/20,141,66,Economic,1.0,0.0,1,0,1.0,0.0,1,3,0
"Atchison, Topeka & Sante Fe Railroad Co. v. United States",1/4/32,1932,1930,struck down as applied,Hoch-Smith Resolution,68-352,1/30/25,83,68,Economic,0.0,0.0,1,0,1.0,0.0,1,0,0
Marine Transit Corp. v. Dreyfus,1/4/32,1932,1930,upheld,United States Arbitration Act,68-401,2/12/25,83,68,Separation of Powers,0.0,0.0,0,1,0.0,0.0,0,0,0
Blackmer v. United States,2/15/32,1932,1930,upheld,Walsh Act,69-483,7/3/26,67,69,Due Process,0.0,0.0,0,1,0.0,0.0,1,0,0
Burnet v. Leininger,3/14/32,1932,1930,upheld,Revenue Act of 1918,65-254,2/24/19,155,65,Economic,0.0,0.0,1,1,0.0,0.0,1,0,1
Heiner v. Donnan,3/21/32,1932,1930,struck down on face,Revenue Act of 1925,69-20,2/26/26,73,69,Economic,1.0,0.0,1,0,0.0,1.0,1,2,0
Burnet v. Coronado Oil & Gas Co.,4/11/32,1932,1930,struck down as applied,Revenue Act of 1918,65-254,2/24/19,158,65,Federalism,0.0,0.0,1,1,0.0,0.0,1,4,1
Crowell v. Benson,2/23/32,1932,1930,upheld,Longshortmen's and Harbor Workers' Compensation Act,69-803,3/4/27,59,69,Economic,0.0,0.0,1,1,0.0,0.0,1,0,0
MacLaughlin v. Alliance Insurance Co.,5/16/32,1932,1930,upheld,Revenue Act of 1928,70-562,5/29/28,48,70,Economic,0.0,0.0,1,0,0.0,0.0,1,0,0
"Atlantic Cleaners & Dyers, Inc. v. United States",5/23/32,1932,1930,upheld,Sherman Anti-Trust Act,,7/2/1890,502,51,Economic,1.0,0.0,1,0,0.0,0.0,1,0,0
Edwards v. United States,5/31/32,1932,1930,upheld,An Act for Relief of Thomas C. Edwards,,3/5/31,14,71,Separation of Powers,0.0,0.0,1,0,0.0,0.0,1,0,0
Colorado v. Symes,5/31/32,1932,1930,struck down as applied,39 Stat. 532,64-231,8/23/16,189,64,Federalism,0.0,0.0,1,0,0.0,0.0,1,2,1
New York Central Securities Corp. v. United States,11/7/32,1932,1930,upheld,Transportation Act of 1920,66-152,2/28/20,153,66,Separation of Powers,1.0,0.0,1,0,0.0,0.0,1,0,0
Grau v. United States,11/7/32,1932,1930,struck down as applied,National Prohibition Act,66-66,10/28/19,157,66,Due Process,1.0,0.0,1,1,1.0,0.0,1,2,0
Norfolk & Western Railway Co. v. United States,11/7/32,1932,1930,upheld,Transportation Act of 1920,66-152,2/28/20,153,66,Economic,1.0,0.0,1,0,0.0,0.0,1,0,0
Sgro v. United States,12/5/32,1932,1930,struck down as applied,National Prohibition Act,66-66,10/28/19,158,66,Due Process,1.0,0.0,1,1,1.0,0.0,1,2,0
Gwinn v. Commissioner,12/5/32,1932,1930,upheld,Revenue Act of 1924,68-176,6/2/24,102,68,Due Process,1.0,0.0,1,1,0.0,0.0,1,0,0
Reichelderfer v. Quinn,12/5/32,1932,1930,upheld,45 Stat. 667,70-457,5/21/28,55,70,Economic,0.0,0.0,0,1,1.0,0.0,0,0,0
Lloyd Sabaudo Societa Anonima Per Azioni v. Elting,12/5/32,1932,1930,upheld,Immigration Act of 1917,64-301,2/5/17,190,64,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,1
United States v. Shreveport Grain & Elevator Co.,11/7/32,1932,1930,upheld,Federal Food and Drugs Act of 1906 (Wiley Act),59-384,6/30/06,317,59,Due Process,1.0,1.0,1,0,1.0,0.0,1,0,0
Interstate Commerce Commission v. Oregon-Washington Railroad & Navigation Co.,1/9/33,1933,1930,struck down as applied,Transportation Act of 1920,66-152,2/28/20,155,66,Economic,1.0,0.0,0,0,0.0,0.0,1,3,0
Burnet v. Brooks,3/13/33,1933,1930,upheld,Revenue Act of 1924,68-176,6/2/24,105,68,Economic,1.0,0.0,1,1,1.0,0.0,1,1,0
Porter v. Commissioner of Internal Revenue,3/13/33,1933,1930,upheld,Revenue Act of 1925,69-20,2/26/26,83,69,Economic,1.0,0.0,1,1,0.0,0.0,1,0,0
United States v. Flores,4/10/33,1933,1930,upheld,Penal Law Codification of 1909,60-350,3/4/09,289,60,Federalism,1.0,0.0,1,0,1.0,0.0,1,0,0
Reinecke v. Smith,4/10/33,1933,1930,upheld,Revenue Act of 1924,68-176,6/2/24,106,68,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,0
Federal Radio Commission v. Nelson Brothers Bond & Mortgage Co.,5/8/33,1933,1930,upheld,Radio Act of 1927,70-195,3/28/28,62,70,Federalism,0.0,0.0,1,1,1.0,0.0,1,0,0
George More Ice Cream Co. v. Rose,5/8/33,1933,1930,upheld,Revenue Act of 1924,68-176,6/2/24,107,68,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,0
Board of Trustees of the University of Illinois v. United States,3/20/33,1933,1930,upheld,Tariff Act of 1922,67-318,9/21/22,126,67,Federalism,0.0,0.0,1,1,0.0,0.0,1,0,0
O'Donoghue v. United States,5/29/33,1933,1930,upheld,Economy Act of 1932,72-212,6/30/32,11,72,Separation of Powers,0.0,0.0,1,0,0.0,0.0,1,3,1
Williams v. United States,5/29/33,1933,1930,upheld,Economy Act of 1932,72-212,6/30/32,11,72,Separation of Powers,0.0,0.0,1,0,0.0,0.0,1,0,1
Burnet v. Wells,5/29/33,1933,1930,upheld,Revenue Act of 1924,68-176,6/2/24,107,68,Economic,1.0,0.0,1,1,1.0,0.0,1,4,0
Nathanson v. United States,11/6/33,1933,1930,struck down as applied,Tariff Act of 1930,71-361,6/17/30,41,71,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,0
Burroughs v. United States,1/8/34,1934,1930,upheld,Federal Corrupt Practices Acts,68-506,2/28/25,107,68,Federalism,1.0,0.0,1,1,0.0,0.0,1,1,0
United States v. Chambers,2/5/34,1934,1930,struck down as applied,National Prohibition Act,66-66,10/28/19,172,66,Federalism,1.0,1.0,1,0,0.0,0.0,1,0,0
Booth v. United States,2/5/34,1934,1930,struck down on face,Independent Offices Appropriation Act of 1933,73-78,6/16/33,8,73,Separation of Powers,0.0,0.0,1,0,0.0,1.0,1,0,1
United States v. Jefferson Electrical Manufacturing Co.,2/12/34,1934,1930,upheld,Revenue Act of 1928,70-562,5/29/28,67,70,Separation of Powers,0.0,0.0,1,1,1.0,0.0,1,0,0
United States v. Illinois,3/5/34,1934,1930,upheld,43 Stat. 360,68-185,6/3/24,117,68,Due Process,0.0,0.0,1,0,1.0,0.0,1,0,0
Helvering v. Independent Life Insurance Co.,5/21/34,1934,1930,upheld,Revenue Act of 1921,67-98,11/23/21,150,67,Economic,0.0,0.0,1,1,1.0,0.0,1,1,0
Woodson v. Deutsche Gold and Silber Scheideanstalt Vormals Roessler,5/28/34,1934,1930,upheld,Independent Offices Appropriation Act of 1935,73-141,3/28/34,2,73,Economic,1.0,0.0,1,1,1.0,0.0,1,0,1
Lynch v. United States,6/4/34,1934,1930,struck down on face,Economy Act of 1933,73-2,3/20/33,15,73,Economic,1.0,0.0,1,1,1.0,1.0,1,0,1
Detroit Trust Co. v. The Thomas Barlum,11/5/34,1934,1930,upheld,Merchant Marine Act of 1920,66-261,6/5/20,173,66,Federalism,1.0,0.0,0,1,1.0,0.0,0,0,0
Helvering v. Powers,12/3/34,1934,1930,upheld,"Revenue Acts, sect. 212",69-20,2/26/26,106,69,Federalism,1.0,0.0,1,1,1.0,0.0,1,0,0
Panama Refining Co. v. Ryan,1/7/35,1935,1930,struck down on face,National Industrial Recovery Act,73-67,6/16/33,19,73,Separation of Powers,1.0,1.0,1,1,1.0,1.0,1,1,1
Norman v. Baltimore & Ohio Railroad Co.,2/18/35,1935,1930,upheld,Gold Repeal Joint Resolution,73-29,6/3/33,20,73,Economic,1.0,1.0,1,1,0.0,0.0,1,4,1
Perry v. United States,2/18/35,1935,1930,struck down on face,Gold Repeal Joint Resolution,73-29,6/3/33,20,73,Economic,1.0,1.0,1,0,0.0,1.0,1,4,1
"Continental Illinois National Bank & Trust Co. v. Chicago, Rock Island, and Pacific Railroad Co.",4/1/35,1935,1930,upheld,Bankruptcy Act of 1898 Amendments,72-420,3/3/33,25,72,Economic,0.0,0.0,1,1,0.0,0.0,0,0,1
Railroad Retirement Board v. Alton Railroad Co.,5/6/35,1935,1930,struck down on face,Railroad Retirement Act,73-485,6/27/34,11,73,Economic,0.0,0.0,1,1,0.0,1.0,0,4,1
Stewart v. Keyes,5/20/35,1935,1930,struck down as applied,44 Stat. 239,69-98,4/10/26,109,69,Economic,0.0,0.0,0,0,0.0,0.0,0,0,0
A.L.A. Schechter Poultry Corp. v. United States,5/27/35,1935,1930,struck down on face,National Industrial Recovery Act,73-67,6/16/33,23,73,Separation of Powers,1.0,1.0,1,1,1.0,1.0,1,0,1
Louisvile Joint Stock Land Bank v. Radford,5/27/35,1935,1930,struck down on face,Frazier-Lemke Act,73-486,6/28/34,11,73,Economic,0.0,0.0,0,1,1.0,1.0,0,0,1
Humphrey's Executor v. United States,5/27/35,1935,1930,upheld,Federal Trade Commission Act,63-203,9/26/14,248,63,Separation of Powers,1.0,0.0,1,0,0.0,0.0,1,0,1
United States v. Constantine,12/9/35,1935,1930,struck down on face,Revenue Act of 1924,68-176,6/2/26,114,68,Federalism,1.0,0.0,1,1,0.0,1.0,1,3,0
Hopkins Federal Savings & Loan Association v. Cleary,12/9/35,1935,1930,struck down on face,49 Stat. 297,74-76,5/28/35,7,74,Federalism,0.0,0.0,1,1,0.0,1.0,0,0,1
Becker Steel Co. v. Cummings,11/11/35,1935,1930,struck down as applied,Winslow Act,67-536,3/4/23,152,67,Economic,0.0,0.0,1,1,1.0,0.0,1,2,0
Helvering v. City Bank Farmers Trust Co.,11/11/35,1935,1930,upheld,Revenue Act of 1925,69-20,2/26/26,117,69,Economic,1.0,0.0,1,1,1.0,0.0,1,4,0
Helvering v. Helmholz,11/11/35,1935,1930,struck down as applied,Revenue Act of 1925,69-20,2/26/26,117,69,Economic,1.0,0.0,1,1,0.0,0.0,1,0,0
United States v. Butler,1/9/36,1936,1930,struck down on face,Agricultural Adjustment Act,73-10,5/12/33,32,73,Federalism,1.0,1.0,1,1,0.0,1.0,1,3,1
"Rickert Rice Mills, Inc. v. Fontenot",1/13/36,1936,1930,struck down on face,Potato Control Act,74-320,8/24/35,5,74,Federalism,0.0,0.0,1,1,0.0,1.0,1,0,1
United States v. California,2/3/36,1936,1930,upheld,29 Stat. 85,,4/1/1896,479,54,Federalism,0.0,0.0,1,1,1.0,0.0,1,0,0
Ashwander v. Tennessee Valley Authority,2/17/36,1936,1930,upheld,Tennessee Valley Authority Act of 1933,74-412,8/31/35,7,74,Federalism,0.0,0.0,1,1,0.0,0.0,1,1,1
Whitfield v. Ohio,3/2/36,1936,1930,upheld,45 Stat. 1084,70-670,1/19/29,86,70,Federalism,0.0,0.0,0,1,0.0,0.0,0,0,0
United States v. Safety Car Heating & Lighting Co.,1/6/36,1936,1930,upheld,Revenue Act of 1925,69-20,2/26/26,119,69,Economic,1.0,0.0,1,1,1.0,0.0,1,3,0
Carter v. Carter Coal Co.,5/18/36,1936,1930,struck down on face,Bituminous Coal Act of 1935,74-402,8/30/35,9,74,Federalism,1.0,1.0,1,1,1.0,1.0,0,4,1
Baltimore & Ohio Railroad Company v. United States,5/18/36,1936,1930,struck down as applied,Interstate Commerce Act,,2/4/1887,591,49,Due Process,1.0,1.0,1,0,0.0,0.0,1,0,1
Ashton v. Cameron County Water Improvement District,5/25/36,1936,1930,struck down on face,Bankruptcy Act of 1898 Amendments,73-251,5/24/34,24,73,Federalism,0.0,0.0,1,1,1.0,1.0,0,4,1
United States v. Wood,12/7/36,1936,1930,upheld,49 Stat. 682,74-301,8/22/35,16,74,Due Process,0.0,0.0,1,1,1.0,0.0,1,3,1
United States v. Curtiss-Wright Export Corp.,12/21/36,1936,1930,upheld,Gold Repeal Joint Resolution,73-263,5/28/34,31,73,Separation of Powers,0.0,0.0,1,0,1.0,0.0,1,1,1
Kentucky Whig & Collar Co. v. Illinois Central Railroad Co.,1/4/37,1937,1930,upheld,49 Stat. 494,74-215,7/24/35,18,74,Federalism,0.0,0.0,1,1,0.0,0.0,0,0,1
New York ex rel. Rogers v. Graves,1/4/37,1937,1930,upheld,Spooner Act,57-183,6/28/02,415,57,Federalism,1.0,0.0,0,0,1.0,0.0,0,0,0
Keuhner v. Irving Trust Co.,1/4/37,1937,1930,upheld,Bankruptcy Act of 1898 Amendments,73-296,6/7/34,31,73,Economic,0.0,0.0,0,1,0.0,0.0,0,0,1
United States v. Hudson,1/11/37,1937,1930,upheld,Silver Purchase Act of 1934,73-438,6/19/34,31,73,Economic,1.0,1.0,1,1,1.0,0.0,1,0,1
Hill v. United States ex rel. Weiner,2/1/37,1937,1930,upheld,Clayton Anti-Trust Act,63-212,10/15/14,268,63,Economic,1.0,0.0,1,1,1.0,0.0,1,0,1
Cummings v. Deutsche Bank and Disconto-Gesellschaft,2/1/37,1937,1930,upheld,Settlement of War Claims Act of 1928 Amendments,73-53,6/27/34,32,73,Due Process,0.0,0.0,1,1,1.0,0.0,1,0,1
Holyoke Water Power Co. v. American Writing Paper Co.,3/1/37,1937,1930,upheld,Gold Repeal Joint Resolution,73-29,6/5/33,45,73,Economic,1.0,1.0,1,1,0.0,0.0,0,4,1
Wright v. Vinton Branch of Mountain Trust Bank,3/29/37,1937,1930,upheld,Bankruptcy Act of 1898 Amendments,74-384,8/28/35,19,74,Economic,1.0,1.0,0,1,1.0,0.0,0,0,1
Sonzinsky v. United States,3/29/37,1937,1930,upheld,National Firearms Act,73-474,6/26/34,33,73,Economic,0.0,0.0,1,1,0.0,0.0,1,0,1
Virginian Railway Co. v. System Federation,3/29/37,1937,1930,upheld,Railway Labor Act,73-442,6/21/34,33,73,Federalism,0.0,0.0,1,1,0.0,0.0,0,0,1
National Labor Relations Board v. Jones & Laughlin Steel Corp.,4/12/37,1937,1930,upheld,National Labor Relations Act,74-198,7/5/35,21,74,Federalism,1.0,1.0,1,1,1.0,0.0,1,4,1
Associated Press v. National Labor Relations Board,4/12/37,1937,1930,upheld,National Labor Relations Act,74-198,7/5/35,21,74,Federalism,1.0,0.0,1,1,0.0,0.0,1,4,1
Cincinnati Soap Co. v. United States,5/3/37,1937,1930,upheld,Revenue Act of 1934,73-216,5/10/34,36,73,Economic,0.0,0.0,1,1,0.0,0.0,1,0,1
Anniston Manufacturing Corp. v. Davis,5/17/37,1937,1930,upheld,Revenue Act of 1936,74-740,6/22/36,11,74,Due Process,0.0,0.0,1,1,0.0,0.0,1,1,1
Steward Machine Co. v. Davis,5/24/37,1937,1930,upheld,Social Security Act,74-271,8/14/35,21,74,Economic,1.0,1.0,1,1,0.0,0.0,1,4,1
Helvering v. Davis,5/24/37,1937,1930,upheld,Social Security Act,74-271,8/14/35,21,74,Federalism,1.0,1.0,1,1,1.0,0.0,1,6,1
McNair v. Knott,12/13/37,1937,1930,upheld,46 Stat. 809,71-433,6/25/30,90,71,Economic,0.0,0.0,0,1,0.0,0.0,0,0,0
United States v. Stevens,1/17/38,1938,1930,upheld,36 Stat. 736,61-266,6/25/10,331,61,Federalism,0.0,0.0,1,1,1.0,0.0,1,0,0
Kay v. United States,1/31/38,1938,1930,upheld,Home Owners' Loan Act of 1933 Amendments,73-178,4/27/34,45,73,Economic,0.0,0.0,1,1,0.0,0.0,1,0,1
Helvering v. Therrell,2/28/38,1938,1930,upheld,35 Stat. 403,60-146,5/27/08,357,60,Federalism,0.0,0.0,1,1,1.0,0.0,1,0,0
Helvering v. Mountain Producers Corp.,3/7/38,1938,1930,upheld,Revenue Act of 1925,69-20,2/26/26,145,69,Federalism,1.0,0.0,1,1,1.0,0.0,1,2,0
Helvering v. Mitchell,3/7/38,1938,1930,upheld,Revenue Act of 1928,70-562,5/29/28,118,70,Due Process,0.0,0.0,1,1,1.0,0.0,1,1,0
Myers v. Bethlehem Shipbuilding Corp.,1/31/38,1938,1930,upheld,National Labor Relations Act,74-198,7/5/35,30,74,Due Process,1.0,0.0,1,1,1.0,0.0,1,0,1
Electric Bond & Share Co. v. Securities & Exchange Commission,3/28/38,1938,1930,upheld,Public Utility Act of 1935,74-333,8/26/35,31,74,Federalism,1.0,0.0,1,1,0.0,0.0,1,1,1
Santa Cruz Fruit Packing Co. v. National Labor Relations Board,3/28/38,1938,1930,upheld,National Labor Relations Act,74-198,7/5/35,32,74,Federalism,1.0,1.0,1,1,0.0,0.0,1,2,1
United States v. Carolene Products Co.,4/25/38,1938,1930,upheld,Filled Milk Act,67-513,3/4/23,181,67,Federalism,0.0,0.0,1,0,1.0,0.0,1,1,0
United States v. Bekins,4/25/38,1938,1930,upheld,Bankruptcy Act of 1898 Amendments,75-302,8/16/37,8,75,Economic,0.0,0.0,1,0,1.0,0.0,1,2,1
Helvering v. National Grocery Co.,5/16/38,1938,1930,upheld,Revenue Act of 1928,70-562,5/29/28,120,70,Federalism,0.0,0.0,1,1,1.0,0.0,1,2,0
National Labor Relations Board v. Mackay Radio & Telegraph Co.,5/16/38,1938,1930,upheld,National Labor Relations Act,74-198,7/5/35,34,74,Economic,1.0,0.0,1,1,1.0,0.0,1,0,1
Helvering v. Gerhardt,5/23/38,1938,1930,upheld,Revenue Act of 1932,72-154,6/6/32,71,72,Federalism,0.0,0.0,1,1,1.0,0.0,1,2,1
Allen v. Regents of the University of Georgia,5/23/38,1938,1930,upheld,Revenue Act of 1932,72-154,6/6/32,71,72,Federalism,0.0,0.0,1,1,1.0,0.0,1,5,1
In re NLRB,5/31/38,1938,1930,upheld,National Labor Relations Act,74-198,7/5/35,34,74,Due Process,1.0,0.0,1,0,0.0,0.0,1,2,1
Wright v. Union Central Life Insurance Co.,5/31/38,1938,1930,upheld,Bankruptcy Act of 1898 Amendments,74-384,8/28/35,33,74,Economic,1.0,0.0,0,1,1.0,0.0,0,0,1
Collins v. Yosemite Park & Curry Co.,5/31/38,1938,1930,upheld,41 Stat. 731,66-235,6/2/20,215,66,Federalism,0.0,0.0,1,0,1.0,0.0,0,0,0
Consolidated Edison Co. v. National Labor Relations Board,12/5/38,1938,1930,upheld,National Labor Relations Act,74-198,7/5/35,41,74,Federalism,1.0,1.0,1,1,0.0,0.0,1,2,1
Inter-Island Steam Navigatoin Co. v. Hawaii,12/5/38,1938,1930,upheld,Shipping Act of 1916,64-260,9/7/16,267,64,Federalism,1.0,0.0,0,1,0.0,0.0,0,0,1
Hines v. Lowrey,11/7/38,1938,1930,upheld,World War Veterans' Act of 1924,68-242,6/7/24,173,68,Federalism,1.0,0.0,0,1,0.0,0.0,1,0,0
Currin v. Wallace,1/30/39,1939,1930,upheld,Tobacco Inspections Act,74-314,8/23/35,41,74,Federalism,0.0,0.0,1,1,0.0,0.0,1,2,0
NLRB v. Fansteel Metallurgical Corp.,2/27/39,1939,1930,struck down as applied,National Labor Relation Act,74-198,7/5/35,43,74,Economic,1.0,0.0,1,1,0.0,0.0,1,2,0
United States v. Jacobs,2/27/39,1939,1930,upheld,Revenue Act of 1924,68-176,6/2/24,176,68,Economic,1.0,0.0,1,1,1.0,0.0,1,3,1
Graves v. New York ex rel. O'Keefe,3/27/39,1939,1930,upheld,Federal Fram Loan Act,64-158,7/17/16,272,64,Federalism,1.0,0.0,1,1,1.0,0.0,0,2,0
National Labor Relations Board v. Fainblatt,4/17/39,1939,1930,upheld,National Labor Relation Act,74-198,7/5/35,45,74,Federalism,1.0,1.0,1,1,1.0,0.0,1,2,0
United States v. Miller,3/20/39,1939,1930,upheld,National Firearms Act,73-474,6/26/34,57,73,Federalism,0.0,0.0,1,0,1.0,0.0,1,0,0
United States v. Miller,5/15/39,1939,1930,upheld,National Firearms Act,73-474,6/26/34,59,73,Federalism,0.0,0.0,1,0,1.0,0.0,1,0,0
United States v. Powers,5/15/39,1939,1930,upheld,15 U.S.C. 715,74-14,6/14/37,22,75,Due Process,0.0,0.0,1,0,1.0,0.0,1,0,0
Guaranty Trust Co. v. Henwood,5/22/39,1939,1930,upheld,Gold Repeal Joint Resolution,73-29,6/3/33,71,73,Economic,1.0,1.0,1,1,0.0,0.0,0,4,0
O'Malley v. Woodrough,5/22/39,1939,1930,upheld,Revenue Act of 1932,72-154,6/6/36,35,72,Separation of Powers,0.0,0.0,1,0,1.0,0.0,1,1,0
Mulford v. Smith,4/17/39,1939,1930,upheld,52 Stat. 120,75-453,3/28/38,13,75,Federalism,0.0,0.0,1,0,0.0,0.0,0,2,0
"United States v. Rock Royal Co-operative, Inc.",6/5/39,1939,1930,upheld,Agricultural Marketing Adjustment Act of 1937,75-137,6/3/37,24,75,Substantive Rights,0.0,0.0,1,0,1.0,0.0,1,4,0
Pittman v. Home Owners' Loan Corp.,11/6/39,1939,1930,upheld,Home Owners' Loan Act of 1933 Amendments,73-43,6/13/33,77,73,Federalism,1.0,0.0,1,1,0.0,0.0,0,0,0
United States v. Lowden,12/4/39,1939,1930,upheld,Transportation Act of 1920,66-152,2/28/20,238,66,Federalism,1.0,1.0,1,0,1.0,0.0,1,0,1
United States v. Sponenbarger,12/4/39,1939,1930,upheld,45 Stat. 534,70-391,5/15/28,139,70,Economic,1.0,1.0,1,1,1.0,0.0,1,0,1
Weiss v. United States,12/11/39,1939,1930,upheld,Communications Act of 1934,73-416,6/19/34,66,73,Federalism,1.0,0.0,1,1,1.0,0.0,1,0,0
Treinies v. Sunshine Mining Co.,11/6/39,1939,1930,upheld,Federal Interpleader Act of 1936,74-422,1/20/36,46,74,Separation of Powers,0.0,0.0,0,1,0.0,0.0,0,0,0
Carpenter v. Wabash Railroad Co.,1/29/40,1940,1940,upheld,Bankruptcy Act of 1898 Amendments,76-386,8/11/39,5,76,Economic,0.0,0.0,0,1,0.0,0.0,0,0,0
Paramino Lumber Co. v. Marshall,3/11/40,1940,1940,upheld,Relief of John T. Clark,74-445 private,4/10/36,47,74,Economic,0.0,0.0,1,0,0.0,0.0,1,1,0
McGoldrick v. Gulf Oil Corp.,3/25/40,1940,1940,upheld,Tariff Act of 1930,71-361,6/17/30,117,71,Economic,1.0,0.0,0,1,0.0,0.0,0,0,1
Helvering v. Bruun,3/25/40,1940,1940,upheld,Revenue Act of 1932,72-154,6/6/32,93,72,Economic,0.0,0.0,1,1,1.0,0.0,1,0,0
United States v. County of San Francisco,4/22/40,1940,1940,upheld,38 Stat. 242,63-41,12/19/13,316,63,Federalism,0.0,0.0,1,1,1.0,0.0,1,1,0
Sunshine Anthracite Coal Co. v. Adkins,5/20/40,1940,1940,upheld,Bituminous Coal Act of 1937,75-48,4/26/37,37,75,Economic,1.0,1.0,1,0,0.0,0.0,1,1,0
United States v. Applachian Electrical Power Co.,12/16/40,1940,1940,upheld,Public Utility Act of 1935,74-333,8/26/35,64,74,Federalism,1.0,0.0,1,1,1.0,0.0,1,2,0
Helvering v. Northwest Steel Rolling Mills Inc.,11/12/40,1940,1940,upheld,Revenue Act of 1936,74-740,6/22/36,53,74,Economic,0.0,0.0,1,1,1.0,0.0,1,0,0
Z. & F. Assets Realization Corp. v. Hull,1/6/41,1941,1940,upheld,Settlement of War Claims Act of 1928,70-122,3/10/28,154,70,Separation of Powers,0.0,0.0,1,1,0.0,0.0,1,0,1
Sibbach v. Wilson & Co.,1/13/41,1941,1940,upheld,Communications Act of 1934,73-416,6/19/34,79,73,Separation of Powers,0.0,0.0,0,1,1.0,0.0,0,4,0
United States v. Darby,2/3/41,1941,1940,upheld,Fair Labor Standards Act of 1938,75-718,6/25/38,32,75,Federalism,1.0,1.0,1,0,1.0,0.0,1,0,0
"Opp Cotton Mills, Inc. v. Administrator of Wage & Hour Division",2/3/41,1941,1940,upheld,Fair Labor Standards Act of 1938,75-718,6/25/38,32,75,Separation of Powers,1.0,1.0,1,1,0.0,0.0,1,0,0
Gorin v. United States,1/13/41,1941,1940,upheld,40 Stat. 217,65-24,6/15/17,283,65,Due Process,1.0,1.0,1,1,0.0,0.0,1,0,0
"United States v. Chicago, Milwaukee, Saint Paul & Pacific Railroad Co.",3/31/41,1941,1940,upheld,46 Stat. 927,71-520,7/3/30,128,71,Economic,0.0,0.0,1,1,1.0,0.0,1,0,1
Pittsburgh Plate Glass Co. v. National Labor Relations Board,4/28/41,1941,1940,upheld,National Labor Relations Act,74-198,7/5/35,69,74,Separation of Powers,1.0,0.0,1,1,0.0,0.0,1,3,0
Phelps Dodge Corp. v. National Labor Relations Board,4/28/41,1941,1940,upheld,National Labor Relations Act,74-198,7/5/35,69,74,Economic,1.0,0.0,1,1,0.0,0.0,1,5,0
